close,rsi,macd,macd_signal,bb_middle,bb_std,bb_upper,bb_lower,ema_5,ema_10,ema_20,ema_50,momentum,atr,price_change,price_change_abs,volume_ma,volume_std,stoch_k,stoch_d,cci,roc,williams_r,ratio,timestamp,symbol,quantum_entropy,fusion_score
-1.52812706941673,2.7728434047563613,-0.19039819605639483,-0.9750459191707876,-2.174701179249047,-0.451317717622498,-2.529840884841416,-1.708503361865759,-1.71303430132792,-1.832754884561941,-1.9598854609216683,-2.0158619576199763,0.8380429328828777,-0.3678967528285192,1.0873328092885086,0.45821863356133863,0.8933330944052029,0.7961626677069534,1.92432972851718,1.6462398434543102,1.4947179174826082,0.8380448368926133,1.9243297285226142,1.0,20260120_192801,BTCUSD,1.6400077826683268,0.0
-1.52812706941673,2.7728434047563613,-0.19039819605639483,-0.9750459191707876,-2.174701179249047,-0.451317717622498,-2.529840884841416,-1.708503361865759,-1.71303430132792,-1.832754884561941,-1.9598854609216683,-2.0158619576199763,0.8380429328828777,-0.3678967528285192,1.0873328092885086,0.45821863356133863,0.8933330944052029,0.7961626677069534,1.92432972851718,1.6462398434543102,1.4947179174826082,0.8380448368926133,1.9243297285226142,1.0,20260120_192840,BTCUSD,0.4926645977862103,0.0
-1.1571906926792066,2.1971167803833294,0.7027258572641644,-0.2866560659866309,-1.985945325844348,-0.02678524825293334,-2.1400989256692013,-1.69054317914202,-1.3743667873665295,-1.5782073081724572,-1.7937757698922814,-1.956586862817574,1.4251049277514094,-0.26893342830280137,-0.20102449241888035,-0.4758130589584964,0.7181946703974489,0.6796068684413118,1.7250282944191988,2.259883642218658,2.511820009745972,1.4251081191513235,1.7250282944129514,1.0,20260120_194410,BTCUSD,1.0655152953368552,0.0
-1.0220706162347282,2.6145721839763563,1.5286225474958617,0.6349528784013323,-1.74312418615287,0.09825299428599935,-1.8176897168420327,-1.5344654626547503,-1.147679555969829,-1.343981802243061,-1.5948144773177917,-1.8192304462747741,1.4396643817961028,-0.1914659579642511,0.063259637866864,-0.8108981371999863,0.6005069379937682,0.980873123108272,1.738722885283229,2.092179453443007,1.6945839326510572,1.4396675392116378,1.7387228852715122,1.0,20260120_195923,BTCUSD,1.73956689629008,0.0
-0.8083297764165409,2.3901668935460973,1.9975803412242163,1.3935193919861173,-1.5313673880976924,0.12129619157822344,-1.5671617448781519,-1.3710796260362186,-0.9692070638864058,-1.1518898233178414,-1.4242877906459752,-1.7134561690228276,2.0933094988277827,0.1082093162727616,0.6228788012774312,-0.12115047235161938,0.4657897814739606,0.28910394055550837,1.8840834250059837,1.910274712981628,1.6325487265657899,2.093313921617484,1.8840834249905516,1.0,20260120_201435,BTCUSD,1.5877232979159315,0.0
-0.7920460136391294,2.683780325703661,2.0026563929024213,1.77523299949152,-1.3650209169855931,0.1682678246777148,-1.3711320627954653,-1.2414523468296401,-0.8877831077171576,-1.0298966991233907,-1.2980536896738364,-1.642529302948556,0.7432983348752762,0.15073567203248195,0.37970678227620214,-0.4343242586631304,0.22600053432228126,-0.10520544793408584,1.5399388934424876,1.6682207140148264,0.8697372274596693,0.7432998820876833,1.5399388934258706,1.0,20260120_202947,BTCUSD,2.522636714207929,0.0
-0.7294392445892985,1.359730949699932,1.8786334907592466,1.9901214780505856,-1.1699510386032304,-0.058097651641541403,-1.1845727477809245,-1.0530994957419082,-0.8049135311263523,-0.906156407561755,-1.1474075885477968,-1.5304984731469977,0.6540694134175269,-1.2017713970573713,0.3705457073620902,-0.4393303188939241,0.08859852350273595,-0.9877815165882534,1.2742762977261377,1.3836993246921498,1.0760638849192439,0.6540707582841501,1.2742762977765298,1.0,20260120_204500,BTCUSD,1.6243502304980475,0.0
-0.5601763402918922,1.5095195129407741,1.84061436266448,2.0641190882660503,-1.0070530418344876,-0.8799250630562934,-1.2225380351153732,-0.6806479435530447,-0.727681905871219,-0.8238203909752285,-1.0437675514349314,-1.4327865150637848,0.5758471964338278,-1.0693288005915642,1.0504561566955999,0.45064664381501107,0.11863523621898842,-0.8178043281196351,1.3158826566286657,0.8727392652126787,1.4191282272012231,0.5758483893065688,1.3158826566589494,1.0,20260120_210013,BTCUSD,1.947190628360529,0.0
-0.46692469530000874,1.5121781182065523,1.8655430128929285,2.0281558073064927,-0.8634774778966376,-1.1466543285223945,-1.1777759685489757,-0.4375010598251104,-0.553947139274602,-0.6769727641558502,-0.9145854874880551,-1.3478994726950118,0.6763193176460621,-1.0261444563972095,-0.027384968418119115,-0.7033036518418234,0.10656051229146193,-0.7163164595803808,0.91443865038083,1.1376238234274711,1.741980116400656,0.6763206990022457,0.9144386504041733,1.0,20260120_211526,BTCUSD,1.158667580181854,0.0
-0.733648746338782,0.25446876468262875,1.6334054745517523,2.0494866190984924,-0.7862201246006231,-1.2095116260839505,-1.1440411688004029,-0.33007240977176594,-0.6277234157441611,-0.667141231139023,-0.8501958028397838,-1.2593153991578916,0.31862023577643744,-1.1027705262513265,-0.41629599872998474,-0.1871010251113491,0.10590530274777965,-0.9252759697549833,-1.2135435821324239,-0.21899219312324458,-0.08327475145019313,0.3186208743981481,-1.213543582091018,1.0,20260120_213040,BTCUSD,2.2802838087426736,0.0
